Timestamp_ms,AccX_Filt,AccY_Filt,AccZ_Filt,GyrX_Filt,GyrY_Filt,GyrZ_Filt,MagX_Filt,MagY_Filt,MagZ_Filt
5233,-0.1035,-0.0008,9.9195,0.1154,0.9904,-1.6647,-1.8900,-59.8050,-61.4250
5240,-0.0609,-0.0271,9.8841,0.3288,0.2014,0.2490,-1.9701,-62.3396,-64.0283
5248,-0.0627,-0.0926,9.8609,0.4206,-0.7143,-0.0263,-2.3771,-62.7882,-65.1214
5256,-0.0488,-0.0738,9.8355,0.9419,-0.7444,-0.2104,-2.5791,-63.1173,-65.5911
5264,-0.0363,-0.0604,9.8161,0.7873,-0.9104,-0.1116,-2.7553,-62.9867,-65.5996
5272,-0.0157,-0.0453,9.8090,0.5907,-0.9905,-0.2109,-2.5499,-63.0168,-65.4731
5280,-0.0146,-0.0189,9.8138,0.2890,-0.7890,-0.3804,-2.3989,-62.9504,-65.2907
5288,-0.0068,0.0047,9.8203,0.5110,-0.6214,-0.3583,-2.4489,-62.7313,-65.1109
5296,0.0039,0.0033,9.8125,0.5076,-0.6178,-0.2986,-2.4192,-62.3944,-64.9501
5304,-0.0031,-0.0105,9.8117,0.4856,-0.4603,-0.3085,-2.4525,-62.1830,-64.7883
5312,0.0002,-0.0145,9.8110,0.4793,-0.3130,-0.1687,-2.5047,-62.0502,-64.4507
5320,0.0113,-0.0256,9.8043,0.4850,-0.4755,-0.0734,-2.5463,-61.8900,-64.1177
5328,0.0059,-0.0330,9.7938,0.5105,-0.3462,-0.1621,-2.5797,-61.7092,-63.7888
5336,0.0126,-0.0295,9.8044,0.5518,-0.4383,-0.0689,-2.6068,-61.4488,-63.5167
5344,0.0174,-0.0214,9.8081,0.4684,-0.3027,-0.1162,-2.6288,-61.1845,-63.2408
5352,0.0132,-0.0123,9.8093,0.3292,-0.4153,-0.1098,-2.6466,-60.9454,-63.0089
5360,0.0251,-0.0126,9.8080,0.2768,-0.3351,-0.3179,-2.6611,-60.7011,-62.7696
5368,0.0212,-0.0032,9.7947,0.2501,-0.3841,-0.2261,-2.6727,-60.4528,-62.5246
5376,0.0135,-0.0049,9.8006,0.2454,-0.3701,0.0314,-2.6348,-60.1542,-62.2435
5384,0.0084,-0.0045,9.7997,0.1472,-0.3573,0.1068,-2.6294,-59.9474,-61.9844
5392,0.0053,0.0044,9.8017,0.2731,-0.4077,0.0769,-2.6236,-59.7343,-61.7230
5400,0.0067,0.0118,9.7936,0.3421,-0.2656,-0.0499,-2.5969,-59.4208,-61.3852
5408,0.0057,0.0097,9.7892,0.3743,-0.2390,0.0831,-2.5326,-59.1567,-61.1372
