Timestamp_ms,AccX_Filt,AccY_Filt,AccZ_Filt,GyrX_Filt,GyrY_Filt,GyrZ_Filt,MagX_Filt,MagY_Filt,MagZ_Filt
5233,-0.0628,0.0278,9.7334,0.5676,-2.1983,-1.8008,3.2400,-59.8050,-60.7500
5240,0.0039,0.0304,9.7569,-0.0094,-0.4686,-0.7398,3.3773,-62.3396,-63.3247
5248,0.0167,-0.0496,9.7778,0.3267,0.5993,-1.0156,3.8961,-62.7882,-64.1693
5256,0.0158,-0.0543,9.7884,0.4187,0.7976,-1.9206,4.1515,-62.8616,-64.4416
5264,0.0092,-0.0419,9.7989,0.4617,1.0034,-1.4790,4.2397,-63.0751,-64.5381
5272,0.0090,-0.0336,9.8129,0.0355,0.7378,-1.5661,4.2922,-63.1151,-64.4971
5280,0.0235,-0.0160,9.8116,0.1138,0.6366,-1.2178,4.3241,-63.0556,-64.3776
5288,0.0220,-0.0158,9.8147,0.1886,0.7574,-1.0894,4.4539,-62.8232,-64.0063
5296,0.0163,-0.0209,9.8172,0.1339,0.6961,-1.1376,4.5504,-62.5745,-63.6483
5304,0.0026,-0.0153,9.8204,0.1156,0.7048,-1.2150,4.4304,-62.4927,-63.5227
5312,0.0027,-0.0112,9.8179,0.0591,0.5580,-1.2610,4.3282,-62.3711,-63.3645
5320,-0.0055,-0.0271,9.8258,0.0777,0.3250,-1.1840,4.3386,-62.1332,-62.9963
5328,0.0009,-0.0210,9.8170,0.1347,0.1111,-0.9898,4.2985,-61.9550,-62.7071
5336,0.0084,-0.0322,9.8099,0.1451,0.1156,-0.6573,4.0914,-61.8028,-62.3530
5344,0.0079,-0.0365,9.8170,0.1542,0.1886,-0.4592,4.0984,-61.4433,-62.0465
5352,0.0124,-0.0466,9.8236,0.1535,0.0952,-0.4073,4.1026,-61.0924,-61.7418
5360,0.0203,-0.0429,9.8163,0.1528,0.1883,-0.3403,4.0342,-60.8368,-61.4566
5368,0.0258,-0.0348,9.8112,0.1320,0.1024,-0.4092,3.9964,-60.6031,-61.1962
5376,0.0107,-0.0328,9.8096,0.1794,0.0600,-0.4907,3.9060,-60.4116,-60.8862
5384,0.0067,-0.0277,9.8129,0.1321,-0.0650,-0.3012,3.8977,-60.1741,-60.5196
5392,0.0036,-0.0265,9.8182,0.1693,-0.0035,-0.5120,3.8887,-59.9330,-60.1616
5400,0.0087,-0.0258,9.8224,0.2353,0.0811,-0.4846,3.9132,-59.7026,-59.8657
5408,0.0003,-0.0243,9.8128,0.3167,0.1346,-0.3658,3.9342,-59.4689,-59.5720
5416,0.0066,-0.0327,9.8087,0.2935,0.0755,-0.2191,3.9336,-59.1762,-59.2742
5424,0.0091,-0.0407,9.7972,0.2123,0.2466,-0.3355,3.9318,-58.8857,-58.9790
5432,0.0141,-0.0442,9.7993,0.2445,0.2489,-0.3068,3.9291,-58.5974,-58.6863
5440,0.0053,-0.0483,9.8090,0.2200,0.2607,-0.3761,3.8867,-58.3334,-58.3572
5448,-0.0045,-0.0492,9.8127,0.2034,0.2087,-0.3903,3.8676,-58.0378,-58.0707
5456,0.0031,-0.0464,9.8078,0.2656,0.2843,-0.4254,3.8541,-57.7760,-57.8018
5464,0.0073,-0.0457,9.8047,0.2411,0.2908,-0.3601,3.8005,-57.4599,-57.5191
5472,0.0024,-0.0455,9.7964,0.2423,0.2787,-0.3624,3.7495,-57.1480,-57.2384
5480,0.0034,-0.0380,9.7913,0.2644,0.1324,-0.2298,3.7289,-56.8824,-56.9411
5488,-0.0012,-0.0303,9.7971,0.2081,0.1342,-0.2948,3.7042,-56.6089,-56.6651
5496,0.0052,-0.0280,9.8042,0.2285,0.2181,-0.1679,3.6890,-56.3505,-56.3910
5504,0.0151,-0.0404,9.8133,0.2245,0.1371,-0.2114,3.6739,-56.0931,-56.1189
5512,0.0117,-0.0412,9.8152,0.2901,0.1964,-0.2265,3.6130,-55.8117,-55.8528
5520,0.0068,-0.0337,9.8074,0.2659,0.1923,-0.1115,3.5994,-55.5897,-55.5721
5528,0.0088,-0.0415,9.8066,0.2431,0.1283,-0.2224,3.5976,-55.3354,-55.3057
5536,0.0092,-0.0399,9.8087,0.2100,0.1075,-0.0749,3.5953,-55.0824,-55.0412
5544,0.0078,-0.0384,9.8119,0.2691,0.0962,-0.0931,3.5924,-54.8305,-54.7784
5552,0.0028,-0.0448,9.8039,0.3167,0.1558,-0.0936,3.5817,-54.5652,-54.5100
5560,0.0020,-0.0415,9.8090,0.3339,0.2179,-0.0912,3.5710,-54.3018,-54.2436
5568,-0.0024,-0.0486,9.8113,0.2807,0.2546,-0.1223,3.5392,-54.0543,-53.9863
5576,-0.0037,-0.0499,9.8088,0.1856,0.2674,-0.1936,3.5082,-53.8081,-53.7307
5584,-0.0007,-0.0534,9.8007,0.2114,0.1136,-0.3111,3.4781,-53.5631,-53.4767
5592,-0.0053,-0.0484,9.8006,0.1862,0.0195,-0.4010,3.4586,-53.3194,-53.2146
5600,-0.0045,-0.0502,9.7996,0.2558,-0.1359,-0.4727,3.4490,-53.0897,-52.9512
5608,0.0027,-0.0414,9.7973,0.1740,-0.0784,-0.5164,3.4488,-52.8357,-52.7120
5616,0.0005,-0.0221,9.8035,0.1808,-0.1138,-0.4130,3.4450,-52.5958,-52.4340
5624,-0.0001,-0.0268,9.8063,0.1273,-0.0711,-0.3309,3.4409,-52.3571,-52.1588
5632,0.0180,-0.0280,9.8134,0.0218,-0.1176,-0.2390,3.4306,-52.0931,-51.9189
5640,0.0171,-0.0258,9.8103,-0.0299,-0.0341,-0.2628,3.4406,-51.8140,-51.6833
5648,0.0135,-0.0244,9.8124,-0.0846,-0.1093,-0.2394,3.4384,-51.6205,-51.4462
5656,0.0130,-0.0253,9.8112,-0.0745,-0.1592,-0.1682,3.4331,-51.3876,-51.2132
5664,0.0112,-0.0248,9.8038,-0.1568,-0.1934,-0.2682,3.4276,-51.1559,-50.9816
5672,0.0050,-0.0152,9.8075,-0.1381,-0.2314,-0.1824,3.4218,-50.9255,-50.7512
5680,-0.0061,-0.0197,9.8067,-0.1094,-0.2623,-0.2221,3.3947,-50.6751,-50.5168
5688,-0.0051,-0.0211,9.8070,-0.0308,-0.3430,-0.1575,3.3681,-50.4267,-50.2839
5696,0.0052,-0.0292,9.8040,-0.0366,-0.3069,-0.1254,3.3574,-50.1699,-50.0550
5704,-0.0063,-0.0365,9.8122,0.0145,-0.3129,-0.0840,3.3468,-49.9154,-49.8274
5712,-0.0076,-0.0285,9.8206,-0.0094,-0.3481,-0.1951,3.3362,-49.6631,-49.6012
5720,-0.0207,-0.0340,9.8264,0.0430,-0.3441,-0.1453,3.3475,-49.4496,-49.3837
5728,-0.0147,-0.0464,9.8193,0.0689,-0.3162,-0.1220,3.3293,-49.2178,-49.1744
5736,-0.0089,-0.0388,9.8128,0.0588,-0.3485,-0.1318,3.3113,-48.9875,-48.9661
5744,-0.0127,-0.0361,9.8157,0.0464,-0.3687,-0.1037,3.2983,-48.7705,-48.7422
5752,-0.0112,-0.0482,9.8274,0.0212,-0.3853,-0.0634,3.2692,-48.5730,-48.5198
5760,-0.0230,-0.0441,9.8234,-0.0270,-0.2966,-0.0571,3.2406,-48.3648,-48.2919
5768,-0.0300,-0.0368,9.8156,-0.0008,-0.2413,-0.0805,3.2193,-48.1418,-48.0857
5776,-0.0628,-0.0324,9.8128,0.0779,-0.2849,-0.2234,3.1983,-47.9203,-47.8805
5784,-0.1667,-0.0030,9.8147,0.0112,-0.3105,-0.2824,3.1777,-47.7003,-47.6436
5792,-0.1464,-0.0119,9.8174,0.0250,-0.2921,-0.1915,3.1680,-47.4880,-47.4236
5800,-0.1276,-0.0181,9.8198,0.0570,-0.2907,-0.0325,3.1584,-47.2769,-47.2050
5808,-0.1393,-0.0101,9.8347,0.1143,-0.2946,0.0019,3.1550,-47.0879,-46.9837
5816,-0.1471,-0.0164,9.8441,0.1530,-0.2208,-0.1390,3.1515,-46.8995,-46.7639
5824,-0.1360,-0.0095,9.8340,0.2034,-0.2144,-0.1214,3.1478,-46.7118,-46.5456
5832,-0.1286,-0.0100,9.8303,0.2194,-0.2056,-0.1045,3.1319,-46.5227,-46.3368
5840,-0.0823,-0.0269,9.8356,0.2749,-0.1491,-0.2487,3.1161,-46.3343,-46.1292
5848,-0.0646,-0.0330,9.8362,0.1917,-0.1860,-0.2984,3.0967,-46.1330,-45.9248
5856,-0.0713,-0.0331,9.8432,0.2029,-0.1971,-0.3353,3.0774,-45.9327,-45.7216
5864,-0.0560,-0.0387,9.8364,0.1469,-0.1865,-0.4266,3.0661,-45.7316,-45.5215
5872,-0.0376,-0.0364,9.8201,0.1761,-0.2243,-0.4978,3.0624,-45.5241,-45.3244
5880,-0.0432,-0.0449,9.8337,0.1400,-0.1510,-0.5232,3.0380,-45.3160,-45.1264
5888,-0.0379,-0.0334,9.8391,0.1081,-0.0997,-0.4407,3.0362,-45.1129,-44.9296
5896,-0.0417,-0.0366,9.8422,0.0376,-0.0025,-0.4046,3.0341,-44.9110,-44.7339
5904,-0.0428,-0.0446,9.8513,0.0743,-0.0030,-0.2552,3.0157,-44.7086,-44.5321
5912,-0.0790,-0.0427,9.8587,0.0826,0.0259,-0.2912,2.9833,-44.5145,-44.3350
5920,-0.0716,-0.0296,9.8659,0.0560,-0.0266,-0.3630,2.9796,-44.3145,-44.1444
5928,-0.0913,-0.0095,9.8564,0.0411,0.0700,-0.2716,2.9758,-44.1157,-43.9549
5936,-0.0827,0.0014,9.8601,0.0856,0.1064,-0.2989,2.9650,-43.9025,-43.7612
5944,-0.1160,0.0235,9.8402,0.0775,0.1438,-0.3143,2.9526,-43.7148,-43.5737
5952,-0.1283,0.0271,9.8163,-0.0210,0.1929,-0.3477,2.9402,-43.5282,-43.3873
