Timestamp_ms,AccX_Filt,AccY_Filt,AccZ_Filt,GyrX_Filt,GyrY_Filt,GyrZ_Filt,MagX_Filt,MagY_Filt,MagZ_Filt
5233,0.0432,0.0970,9.9010,-0.9310,-1.8665,-0.4656,19.4400,17.0100,-57.6450
5240,0.0362,0.1215,9.9087,0.0104,-1.1405,0.5074,19.9085,17.3755,-60.6566
5248,0.0468,0.1216,9.9048,0.3867,-0.5920,0.8332,20.0561,17.6403,-61.2305
5256,0.0225,0.1106,9.8942,0.2075,-0.5315,0.5981,20.0814,17.7320,-61.3715
5264,0.0330,0.1180,9.8887,0.2599,-0.2978,0.7524,20.0569,17.7529,-61.3354
5272,0.0219,0.1300,9.8729,0.0365,-0.1208,0.4938,19.7380,17.7134,-61.2349
5280,0.0100,0.1349,9.8691,0.0192,0.0865,0.0225,19.4818,17.6606,-61.0769
5288,0.0163,0.1449,9.8404,0.0770,0.1087,0.1719,19.3395,17.4701,-61.0868
5296,0.0284,0.1566,9.8300,-0.1466,0.1968,0.1119,19.2077,17.3031,-61.0284
5304,0.0303,0.1468,9.8252,-0.2170,0.0939,-0.2712,19.2617,17.0787,-60.7740
5312,0.0170,0.1553,9.8252,-0.3638,0.0329,-0.2548,19.1271,17.0561,-60.5124
5320,0.0233,0.1553,9.8291,-0.5913,-0.1007,-0.4445,18.9995,16.9992,-60.2458
5328,0.0272,0.1500,9.8244,-0.9395,-0.1219,-0.4722,18.9347,16.9961,-60.0904
5336,0.0108,0.1402,9.8084,-1.0119,-0.1983,-0.2730,18.8664,16.9822,-59.9165
5344,0.0158,0.1398,9.8279,-0.9280,-0.3524,-0.3521,18.6861,16.9400,-59.4999
5352,0.0281,0.1360,9.8227,-0.9154,-0.3654,-0.2465,18.5732,16.8841,-59.2684
5360,0.0268,0.1360,9.8176,-0.9336,-0.3226,-0.4126,18.4546,16.9045,-58.9354
5368,0.0280,0.1221,9.8107,-0.9216,-0.4937,-0.4244,18.3397,16.9141,-58.6091
5376,0.0214,0.1201,9.8040,-1.0741,-0.4224,-0.4349,18.2278,16.9145,-58.2888
5384,0.0241,0.1080,9.8071,-1.1558,-0.3729,-0.2602,18.0888,16.8625,-57.9814
5392,0.0143,0.1042,9.8154,-1.2047,-0.3862,-0.1485,17.9551,16.8082,-57.6781
5400,-0.0002,0.1069,9.8145,-1.2743,-0.3558,-0.1422,17.8329,16.7929,-57.4058
5408,-0.0015,0.1107,9.8170,-1.2862,-0.3625,-0.1538,17.7141,16.7724,-57.1347
5416,-0.0055,0.1099,9.8224,-1.3786,-0.2975,-0.1577,17.5736,16.6416,-56.8399
5424,0.0053,0.1129,9.8181,-1.3047,-0.2705,-0.1680,17.4918,16.5692,-56.5723
5432,0.0200,0.0921,9.8289,-1.3045,-0.2749,-0.1286,17.4160,16.4451,-56.2254
5440,0.0200,0.0913,9.8249,-1.2211,-0.2020,-0.1752,17.3235,16.3747,-56.0023
5448,0.0333,0.0975,9.8254,-1.1906,-0.1593,-0.1463,17.2320,16.3044,-55.7777
5456,0.0333,0.1085,9.8181,-1.1931,-0.1846,-0.3087,17.0951,16.2288,-55.4587
5464,0.0357,0.1107,9.8059,-1.2231,-0.2114,-0.1787,16.9624,16.1537,-55.1449
5472,0.0442,0.1100,9.8078,-1.2482,-0.2517,-0.2446,16.9011,16.0597,-54.8650
5480,0.0318,0.1120,9.8236,-1.3647,-0.2836,-0.2945,16.8391,15.9673,-54.5878
5488,0.0311,0.1011,9.8238,-1.4359,-0.3403,-0.1576,16.7764,15.8763,-54.3132
5496,0.0378,0.0885,9.8089,-1.4941,-0.3173,-0.2901,16.6955,15.7957,-54.0588
5504,0.0224,0.0912,9.8123,-1.5636,-0.2198,-0.2053,16.6152,15.7244,-53.7844
5512,0.0185,0.0896,9.8135,-1.6987,-0.2347,-0.1512,16.5395,15.6576,-53.5251
5520,0.0140,0.0876,9.8032,-1.7059,-0.1828,-0.1489,16.4602,15.5544,-53.2758
5528,0.0068,0.0790,9.8012,-1.7869,-0.1021,-0.0696,16.3813,15.4533,-53.0279
5536,0.0098,0.0786,9.8136,-1.8012,-0.1592,0.0310,16.3068,15.3618,-52.7852
5544,0.0181,0.0672,9.8101,-1.7809,-0.1624,-0.0542,16.2365,15.2641,-52.5475
5552,0.0164,0.0720,9.8006,-1.7841,-0.0756,-0.0929,16.1772,15.1682,-52.3035
5560,0.0021,0.0840,9.8085,-1.7899,0.0041,-0.0877,16.1177,15.0739,-52.0609
5568,-0.0080,0.0662,9.8174,-1.7481,0.0770,-0.0605,16.0578,14.9917,-51.8092
5576,-0.0091,0.0642,9.8122,-1.7500,0.0769,-0.1623,15.9977,14.9104,-51.5594
5584,-0.0018,0.0538,9.8180,-1.6162,0.0381,-0.0988,15.9608,14.8200,-51.3282
5592,-0.0052,0.0507,9.8269,-1.6240,0.1004,-0.1789,15.9227,14.7310,-51.0980
5600,-0.0092,0.0452,9.8249,-1.5848,0.0663,-0.0599,15.8835,14.6432,-50.8690
5608,-0.0087,0.0306,9.8186,-1.5611,0.0421,-0.0563,15.8183,14.5787,-50.6065
5616,-0.0083,0.0270,9.8183,-1.5631,0.1803,-0.0775,15.7408,14.4928,-50.3865
5624,-0.0107,0.0196,9.8272,-1.4777,0.1674,-0.0541,15.6338,14.4263,-50.1251
5632,-0.0210,0.0102,9.8147,-1.4426,0.1906,-0.0916,15.5552,14.3542,-49.9137
5640,-0.0158,0.0031,9.8116,-1.3601,0.1936,-0.0676,15.4773,14.2827,-49.7029
5648,-0.0156,0.0066,9.8061,-1.2571,0.2209,-0.1587,15.4001,14.2061,-49.4699
5656,-0.0090,0.0099,9.8025,-1.2970,0.2144,-0.1074,15.3235,14.1303,-49.2245
5664,-0.0086,0.0119,9.7973,-1.3053,0.2705,-0.1045,15.2476,14.0553,-48.9811
5672,-0.0036,0.0196,9.7863,-1.3457,0.3159,-0.1044,15.1777,13.9864,-48.7478
5680,0.0145,0.0280,9.7796,-1.4032,0.3512,-0.0584,15.1082,13.9180,-48.5162
5688,0.0023,0.0246,9.7880,-1.3933,0.3660,-0.0468,15.0392,13.8502,-48.2862
5696,0.0067,0.0147,9.7911,-1.3111,0.4043,-0.1463,14.9475,13.7675,-48.0784
5704,-0.0021,0.0158,9.7921,-1.1976,0.3737,-0.0770,14.8569,13.6858,-47.8714
5712,0.0109,0.0073,9.7980,-1.1268,0.3739,-0.0432,14.7774,13.6325,-47.6629
5720,0.0021,0.0223,9.8015,-1.0378,0.2318,-0.1613,14.6987,13.5792,-47.4554
5728,-0.0030,0.0053,9.8074,-0.9312,0.2464,-0.2527,14.6497,13.4971,-47.2152
5736,0.0023,-0.0086,9.8191,-0.9207,0.3382,-0.2354,14.5626,13.4302,-47.0079
5744,0.0063,-0.0103,9.8206,-0.7818,0.3186,-0.3154,14.4858,13.3778,-46.8111
