Timestamp_ms,AccX_Filt,AccY_Filt,AccZ_Filt,GyrX_Filt,GyrY_Filt,GyrZ_Filt,MagX_Filt,MagY_Filt,MagZ_Filt
5233,-0.0225,-0.0581,9.8570,-2.1230,-0.2651,-1.7293,2.9700,-60.8850,-59.8050
5240,-0.0250,-0.0560,9.8477,-1.0628,0.9824,-1.4901,3.0959,-63.4654,-62.3396
5248,-0.0210,-0.0213,9.8348,-0.1988,0.8301,-1.0639,3.1301,-64.0227,-63.1733
5256,-0.0202,-0.0309,9.8839,0.1273,0.9224,-1.1107,3.2126,-63.7845,-63.4426
5264,-0.0400,-0.0307,9.8773,0.1633,0.8546,-0.7444,3.4904,-63.8966,-63.3338
5272,-0.0134,-0.0254,9.8659,0.0530,0.8713,-1.1610,3.6708,-63.8680,-63.1570
5280,-0.0034,-0.0277,9.8807,-0.1154,0.8386,-0.9866,3.7949,-63.7591,-62.9418
5288,0.0015,-0.0308,9.8606,-0.1319,1.1135,-0.8000,3.6432,-63.4522,-62.6479
5296,-0.0160,-0.0132,9.8454,0.0320,1.0949,-0.6753,3.5210,-63.1451,-62.3513
5304,-0.0187,-0.0196,9.8414,-0.0099,0.8096,-0.4077,3.5383,-62.9870,-62.2019
5312,-0.0261,-0.0151,9.8428,-0.0326,0.7169,-0.2408,3.5493,-62.8029,-62.0253
5320,-0.0317,-0.0267,9.8506,-0.0021,0.6612,0.0366,3.5558,-62.5997,-61.8286
5328,-0.0366,-0.0196,9.8449,-0.0225,0.6138,-0.0309,3.5929,-62.2563,-61.5483
5336,-0.0325,-0.0181,9.8427,-0.0061,0.6263,-0.0163,3.6012,-61.9946,-61.3195
5344,-0.0310,-0.0098,9.8503,-0.0194,0.6463,-0.0817,3.6061,-61.7588,-61.0530
5352,-0.0227,-0.0034,9.8516,0.0171,0.7735,0.1760,3.6177,-61.3860,-60.9141
5360,-0.0222,-0.0013,9.8497,0.1124,0.7816,0.3714,3.6261,-61.0236,-60.7579
5368,-0.0237,-0.0056,9.8399,0.1855,0.8373,0.3287,3.5240,-60.7198,-60.4549
5376,-0.0241,-0.0090,9.8436,0.1271,0.7553,0.3718,3.5253,-60.4421,-60.1305
5384,-0.0239,-0.0248,9.8459,0.0667,0.7863,0.5238,3.4877,-60.1422,-59.7957
5392,-0.0309,-0.0126,9.8555,0.0590,0.9350,0.4577,3.4594,-59.8732,-59.4951
5400,-0.0226,-0.0194,9.8454,0.1338,0.9431,0.4186,3.4324,-59.6040,-59.1970
5408,-0.0156,-0.0288,9.8363,0.1851,0.8744,0.5074,3.4064,-59.3674,-58.9143
5416,-0.0182,-0.0331,9.8389,0.3308,0.6992,0.5385,3.3877,-59.0411,-58.6391
5424,-0.0117,-0.0420,9.8397,0.3327,0.7030,0.5374,3.3693,-58.7198,-58.3647
5432,-0.0077,-0.0441,9.8465,0.3345,0.7359,0.4680,3.3686,-58.4492,-58.0913
5440,-0.0147,-0.0326,9.8430,0.3362,0.5777,0.4354,3.3669,-58.1796,-57.7800
5448,-0.0085,-0.0337,9.8269,0.4512,0.4899,0.5090,3.3643,-57.9109,-57.4726
5456,-0.0090,-0.0361,9.8317,0.3412,0.3644,0.5033,3.3093,-57.6433,-57.1688
5464,-0.0025,-0.0415,9.8314,0.3241,0.2928,0.4457,3.2571,-57.3769,-56.8684
5472,-0.0003,-0.0386,9.8463,0.3383,0.2832,0.4524,3.2073,-57.1116,-56.5713
5480,0.0048,-0.0309,9.8373,0.4116,0.4000,0.2608,3.1833,-56.8475,-56.2866
5488,-0.0014,-0.0408,9.8296,0.3501,0.3587,0.2555,3.2416,-56.5755,-56.0680
5496,-0.0012,-0.0352,9.8254,0.3597,0.3462,0.1417,3.2205,-56.3054,-55.7598
5504,0.0027,-0.0329,9.8285,0.3717,0.2644,0.0344,3.2039,-56.0542,-55.4641
5512,0.0098,-0.0358,9.8185,0.2615,0.2074,-0.0150,3.1874,-55.8039,-55.1717
5520,0.0017,-0.0330,9.8208,0.2176,0.1851,0.2227,3.1831,-55.5341,-54.8987
5528,-0.0024,-0.0268,9.8043,0.2103,0.1982,0.1252,3.1664,-55.2979,-54.6278
5536,-0.0080,-0.0298,9.8002,0.2317,0.1624,0.0782,3.1304,-55.0235,-54.3783
5544,-0.0058,-0.0389,9.7984,0.2126,0.2074,0.0506,3.0879,-54.7590,-54.1487
5552,-0.0078,-0.0376,9.8040,0.1915,0.1097,0.1480,3.0468,-54.4964,-53.9193
5560,-0.0033,-0.0364,9.8068,0.1101,0.0477,0.0811,3.0069,-54.2356,-53.6902
5568,-0.0006,-0.0335,9.7930,0.0800,0.1114,0.0871,2.9752,-53.9872,-53.4265
5576,0.0055,-0.0332,9.7927,0.0597,0.0637,0.1567,2.9442,-53.7401,-53.1648
5584,0.0133,-0.0315,9.7943,0.0487,0.0376,0.1509,2.9140,-53.4944,-52.9319
5592,0.0026,-0.0223,9.7885,0.0934,0.0018,0.1731,2.8844,-53.2500,-52.6998
5600,0.0052,-0.0171,9.7932,0.1387,-0.0653,0.1226,2.8555,-53.0069,-52.4685
5608,-0.0048,-0.0242,9.7921,0.1791,-0.1566,0.1294,2.8492,-52.7997,-52.2569
5616,-0.0051,-0.0261,9.8088,0.1438,-0.1205,0.0812,2.8272,-52.5523,-52.0238
5624,0.0000,-0.0151,9.8052,0.1374,-0.1761,0.0817,2.8356,-52.2914,-51.7617
5632,0.0029,-0.0306,9.8002,0.1122,-0.1284,-0.0405,2.8433,-52.0326,-51.5017
5640,-0.0000,-0.0297,9.7929,0.1045,-0.1427,-0.0319,2.8210,-51.7904,-51.2585
5648,-0.0035,-0.0329,9.8027,0.1324,-0.0749,-0.0753,2.7820,-51.5697,-51.0198
5656,-0.0095,-0.0221,9.8070,0.1320,-0.0997,-0.0435,2.7775,-51.3273,-50.7965
5664,-0.0130,-0.0124,9.8118,0.0720,-0.0773,-0.0619,2.7727,-51.0864,-50.5741
5672,-0.0085,-0.0145,9.8125,0.1364,-0.0776,0.0044,2.7595,-50.8688,-50.3446
5680,-0.0094,-0.0187,9.8109,0.0872,-0.1022,-0.1186,2.7463,-50.6174,-50.1111
5688,-0.0020,-0.0170,9.8080,0.0456,-0.1553,-0.1228,2.7279,-50.4019,-49.8660
5696,0.0038,-0.0219,9.8154,0.1218,-0.1252,-0.1242,2.7020,-50.1873,-49.6227
5704,0.0095,-0.0181,9.8081,0.1272,-0.0856,-0.1416,2.6765,-49.9734,-49.3812
5712,0.0050,-0.0142,9.8073,0.1458,-0.0694,-0.1528,2.6514,-49.7605,-49.1416
5720,0.0083,-0.0212,9.8043,0.2012,-0.0593,-0.2093,2.6268,-49.5239,-48.9209
5728,0.0026,-0.0193,9.7994,0.2192,-0.1302,-0.2256,2.6025,-49.2890,-48.7013
5736,-0.0116,-0.0194,9.7981,0.2230,-0.0959,-0.1714,2.5976,-49.0605,-48.4901
5744,-0.0323,-0.0136,9.7923,0.3474,-0.1061,-0.2403,2.5924,-48.8334,-48.2798
5752,-0.0122,-0.0188,9.7967,0.3295,-0.1265,-0.2257,2.5871,-48.6077,-48.0706
5760,-0.0046,-0.0308,9.7957,0.3820,-0.2185,-0.1555,2.5679,-48.3926,-47.8532
5768,0.0110,-0.0229,9.7879,0.4162,-0.1831,-0.1688,2.5490,-48.1853,-47.6483
5776,-0.0031,-0.0195,9.7849,0.4622,-0.2269,-0.2323,2.5634,-47.9900,-47.4223
5784,-0.0333,-0.0191,9.7859,0.4687,-0.2099,-0.1753,2.5770,-47.7953,-47.1978
5792,-0.0568,-0.0147,9.7968,0.4615,-0.2953,-0.1368,2.5684,-47.5842,-46.9599
5800,-0.0887,-0.0239,9.7999,0.5001,-0.2807,-0.1054,2.5493,-47.3805,-46.7345
